r_group	smiles	atom_num
[C@H][*](O)c1ccc(C)cc1	Cc1ccc(CO)cc1	9
[*]/C=N/c1ccc(C)cc1	[H]/C=N/c1ccc(C)cc1	9
C[*]c1cn2c(n1)SCC2	Cc1cn2c(n1)SCC2	9
C[*]Oc1cccc(C)c1	COc1cccc(C)c1	9
[C@@H][*](C)c1ccnn1CC	CCc1ccnn1CC	9
[C@@H][*](N)Cc1ccccc1	NCCc1ccccc1	9
[C@H][*](C)Oc1ccccc1	CCOc1ccccc1	9
C[*]Nc1ccc(O)cc1	CNc1ccc(O)cc1	9
O[*]Cc1ccccc1Cl	OCc1ccccc1Cl	9
C[*]Oc1ccc(C)cc1	COc1ccc(C)cc1	9
[C@@H][*](C)c1cnn(C)c1C	CCc1cnn(C)c1C	9
N[*]Cc1cccc(Cl)c1	NCc1cccc(Cl)c1	9
C[*]c1n[nH]c2c1CCC2	Cc1n[nH]c2c1CCC2	9
C[*]Cc1c(O)n[nH]c1C	CCc1c(O)n[nH]c1C	9
[*]/C=N\c1ccccc1C	[H]/C=N\c1ccccc1C	9
c1[*]cnc2[nH]ccc2c1	c1cnc2[nH]ccc2c1	9
c1[*]ccc(OC)c(O)c1	COc1ccccc1O	9
C[*]Cc1c(C)noc1C	CCc1c(C)noc1C	9
C[*]CC[NH+]1CCOCC1	CCC[NH+]1CCOCC1	9
N[*]C(=O)CC1CCCC1	NC(=O)CC1CCCC1	9
C[*](=O)c1ccc(Cl)cc1	O=Cc1ccc(Cl)cc1	9
C[*]C(=O)NC1CCCC1	CC(=O)NC1CCCC1	9
c1[*]cc(Cl)ccc1OC	COc1ccc(Cl)cc1	9
c1[*]ccccc1C(=O)[O-]	O=C([O-])c1ccccc1	9
[C@@H][*](C)CN1CCCC1=O	CCCN1CCCC1=O	9
C[*]c1ccccc1CO	Cc1ccccc1CO	9
C[*][C@@H]1C[N@H+](C)CCN1C	C[C@@H]1C[N@H+](C)CCN1C	9
C[*](C)(C)N1CCOCC1	CC(C)N1CCOCC1	9
C[*](=O)N1CCN(C)CC1	CN1CCN(C=O)CC1	9
c1[*][nH]c2ccccc2[nH+]1	c1ccc2[nH+]c[nH]c2c1	9
C[*]n1nc(C)c(C)c1C	Cc1nn(C)c(C)c1C	9
C[*](=O)N1CCCC[C@H]1C	C[C@@H]1CCCCN1C=O	9
C[*]Cc1ccccc1F	CCc1ccccc1F	9
[C@H][*](C)CCc1ccco1	CCCCc1ccco1	9
C[*]n1cc[nH+]c1C(C)C	CC(C)c1[nH+]ccn1C	9
C[*]Oc1ccc(F)cc1	COc1ccc(F)cc1	9
[N@H+][*]c1	C[NH2+]CCc1cn[nH]c1	9
C[*](=O)Nc1cccnc1	O=CNc1cccnc1	9
c1[*]onc2ccccc12	c1ccc2nocc2c1	9
C[*]O[C@H]1CCCC[C@H]1C	CO[C@H]1CCCC[C@H]1C	9
O[*]c1ccc(F)c(F)c1	Oc1ccc(F)c(F)c1	9
C[*]C(=O)N1CCOCC1	CC(=O)N1CCOCC1	9
C[*]N(C)c1ccccc1	CN(C)c1ccccc1	9
C[*]NC(=O)c1ccsc1	CNC(=O)c1ccsc1	9
[C@H]1[*]CCc2nccn2C1	c1cn2c(n1)CCCC2	9
[C@H]1[*]CCOCC1	CCC[NH+]1CCOCC1	9
O[*]c1cccc(OC)c1	COc1cccc(O)c1	9
c1[*]ccc2c(c1)CCC2	c1ccc2c(c1)CCC2	9
N[*]C(=O)NCCC(C)C	CC(C)CCNC(N)=O	9
O[*]c1ccc(CC)cc1	CCc1ccc(O)cc1	9
c1[*]cc2ccccn2c1	c1ccn2cccc2c1	9
[C@@H][*](O)c1ccc(O)cc1	OCc1ccc(O)cc1	9
c1[*]ccnc(N(C)C)c1	CN(C)c1ccccn1	9
C[*](=O)NC1CCCCC1	O=CNC1CCCCC1	9
C[*][C@H](O)C1CCCCC1	C[C@H](O)C1CCCCC1	9
[NH2+][*]Cc1ccc(O)cc1	[NH3+]Cc1ccc(O)cc1	9
N[*]c1cc(O)cc(O)c1	Nc1cc(O)cc(O)c1	9
[C@@H][*](C)c1ccc(C)nc1	CCc1ccc(C)nc1	9
[C@H][*](CC)c1ccccc1	CCCc1ccccc1	9
C[*]CCN1CCOCC1	CCCN1CCOCC1	9
O[*]c1c(C)cccc1C	Cc1cccc(C)c1O	9
N[*]C(=O)Cc1cccs1	NC(=O)Cc1cccs1	9
c1[*]c(C)cc(C)cc1C	Cc1cc(C)cc(C)c1	9
c1[*]ccc(OCC)cc1	CCOc1ccccc1	9
[*]/C=N\c1ccc(Cl)cc1	[H]/C=N\c1ccc(Cl)cc1	9
C[*]Cc1cccc(C)c1	CCc1cccc(C)c1	9
c1[*]cccc(N(C)C)c1	CN(C)c1ccccc1	9
c1[*]cc2ccccc2o1	c1ccc2occc2c1	9
c1[*][nH]nc2ccccc12	c1ccc2n[nH]cc2c1	9
c1[*]ccc([N+](=O)[O-])cc1	O=[N+]([O-])c1ccccc1	9
c1[*]cccc(OC)c1O	COc1ccccc1O	9
[NH2+][*]Cc1ccccc1O	[NH3+]Cc1ccccc1O	9
C[*]c1ccc(C)c(F)c1	Cc1ccc(C)c(F)c1	9
C[*]c1c(F)cccc1Cl	Cc1c(F)cccc1Cl	9
c1[*]ccc(C)c(C)c1O	Cc1cccc(O)c1C	9
C[*](=O)NCc1ccco1	O=CNCc1ccco1	9
N[*]C(=O)Nc1cccs1	NC(=O)Nc1cccs1	9
c1[*]cc(CC)ccc1O	CCc1ccc(O)cc1	9
O[*]Cc1ccc(F)cc1	OCc1ccc(F)cc1	9
N[*]C(=O)c1ccccn1	NC(=O)c1ccccn1	9
C[*]Cc1ccc(Cl)cc1	CCc1ccc(Cl)cc1	9
c1[*]ncnc2[nH]ncc12	c1ncc2cn[nH]c2n1	9
[C@H][*](OC)c1ccccc1	COCc1ccccc1	9
C[*]CCc1ccccc1	CCCc1ccccc1	9
c1[*][nH]nc2c1COCC2	c1[nH]nc2c1COCC2	9
[NH2+]1[*]CC	CC[N@@H+]1CCC[C@@H]1C[NH3+]	9
c1[*]ccc(C(C)C)cc1	CC(C)c1ccccc1	9
c1[*]cc(=O)c(OC)c[nH]1	COc1c[nH]ccc1=O	9
N[*]Cc1ccccc1Cl	NCc1ccccc1Cl	9
c1[*]ccc[n+](CCO)c1	OCC[n+]1ccccc1	9
C[*]NCC[NH+](CC)CC	CC[NH+](CC)CCNC	9
C[*]Oc1ccc(Cl)cc1	COc1ccc(Cl)cc1	9
[C@H][*](O)CN1CCCC1=O	O=C1CCCN1CCO	9
N[*]C(=O)c1cc(N)[nH]n1	NC(=O)c1cc(N)[nH]n1	9
C[*](=O)N1CCC(C)CC1	CC1CCN(C=O)CC1	9
c1[*]c2c(nn1C)CSC2	Cn1cc2c(n1)CSC2	9
C[*]c1ccc(OC)cc1	COc1ccc(C)cc1	9
C[*](=O)c1ccccc1F	O=Cc1ccccc1F	9
C[*][N@@H+](C)Cc1ccsc1	C[NH+](C)Cc1ccsc1	9
n1[*]nnc2ccccc21	c1ccc2[nH]nnc2c1	9
C[*]Oc1ccccc1C	COc1ccccc1C	9
C[*][C@@H](O)c1sccc1C	Cc1ccsc1[C@@H](C)O	9
[C@@H]1[*]CCOC	COCC[NH+]1CCCC1	9
C[*](=O)NCCC[NH+](C)C	C[NH+](C)CCCNC=O	9
[N@@H+][*](C)Cc1ccccc1	C[NH2+]Cc1ccccc1	9
c1[*]nc(C)c(F)c([O-])n1	Cc1ncnc([O-])c1F	9
N[*]C(=O)c1ccncc1	NC(=O)c1ccncc1	9
O[*]c1ccc(SC)cc1	CSc1ccc(O)cc1	9
[C@@H][*](O)c1ccccc1C	Cc1ccccc1CO	9
[C@H][*])CCCNC(N)=O	NC(=O)NCCCC[NH3+]	9
c1[*]cc2[nH+]cccc2[nH]1	c1c[nH+]c2cc[nH]c2c1	9
N[*]C(=O)N[C@H](C)COC	COC[C@@H](C)NC(N)=O	9
C[*]C(=O)c1ccccc1	CC(=O)c1ccccc1	9
C[*]Cn1ncccc1=O	CCn1ncccc1=O	9
N[*]/N=C/c1ccccc1	N/N=C/c1ccccc1	9
[N@H+][*](C)C1CCCCCC1	C[NH2+]C1CCCCCC1	9
C[*][C@H](C)[NH+]1CCOCC1	CC(C)[NH+]1CCOCC1	9
C[*]c1ccc(C)c(C)c1	Cc1ccc(C)c(C)c1	9
c1[*]cc2c[nH+]ccc2[nH]1	c1cc2c[nH+]ccc2[nH]1	9
N[*]c1ccc(OC)cc1	COc1ccc(N)cc1	9
C1[*]CCN(C(C)=O)CC1	CC(=O)N1CCCCC1	9
C[*][NH2+]Cc1ccccc1	C[NH2+]Cc1ccccc1	9
[C@H][*](O)c1ccccc1Cl	OCc1ccccc1Cl	9
C[*]Cc1cccc(Cl)c1	CCc1cccc(Cl)c1	9
N[*]C(=O)[C@@H]([NH3+])[C@@H](C)CC	CC[C@H](C)[C@H]([NH3+])C(N)=O	9
N[*]C(=O)C1CCOCC1	NC(=O)C1CCOCC1	9
C[*][S@](=O)c1ccccc1	C[S@](=O)c1ccccc1	9
[*]/C=C\c1ccccc1Cl	[H]/C=C\c1ccccc1Cl	9
[*]/C=[NH+]\CCc1c[nH]c[nH+]1	[H]/C=[NH+]\CCc1c[nH]c[nH+]1	9
c1[*]ccc2cc[nH]c2c1	c1ccc2[nH]ccc2c1	9
[C@@H][*](O)c1ccc(F)cc1	OCc1ccc(F)cc1	9
C1[*]Cc2ccccc2C1	c1ccc2c(c1)CCC2	9
C[*]C1(O)CCCCCC1	CC1(O)CCCCCC1	9
[*]/C=C\c1ccccc1F	[H]/C=C\c1ccccc1F	9
[*]/C=C\c1ccc(F)cc1	[H]/C=C\c1ccc(F)cc1	9
N[*]CCc1ccncc1	NCCc1ccncc1	9
C[*]CC(=O)c1cccs1	CCC(=O)c1cccs1	9
C[*](=O)N1CCC[C@@H](C)C1	C[C@@H]1CCCN(C=O)C1	9
c1[*]c[nH+]c2n1CCCC2	c1cn2c([nH+]1)CCCC2	9
N1[*]CCN(C(C)=O)CC1	CC(=O)N1CCNCC1	9
C[*](=O)c1ccc(F)cc1	O=Cc1ccc(F)cc1	9
c1[*]cccc([S@](C)=O)c1	C[S@](=O)c1ccccc1	9
c1[*]ccc(N(C)C)nc1	CN(C)c1ccccn1	9
C[*]c1cccc(F)c1F	Cc1cccc(F)c1F	9
C[*]c1ccc(C)cc1C	Cc1ccc(C)c(C)c1	9
n1[*]cnc2ccccc21	c1ccc2[nH]cnc2c1	9
c1[*]ccc2[nH]ccc2c1	c1ccc2[nH]ccc2c1	9
c1[*]cncc(C(N)=O)n1	NC(=O)c1cnccn1	9
[C@@H]1[*]CCc2ccccc21	c1ccc2c(c1)CCC2	9
C[*]CNC(=O)NC1CC1	CCNC(=O)NC1CC1	9
[NH+]1[*]CCC(C(N)=O)CC1	NC(=O)C1CC[NH2+]CC1	9
c1[*]cccc(CSC)c1	CSCc1ccccc1	9
[C@H]1[*]c1ccccc1	c1ccc(C2CC2)cc1	9
N1[*]CCC(/C(O)=N/[H])CC1	[H]/N=C(\O)C1CCNCC1	9
[n+]1[*]ccc(C)c(CC)c1	CCc1c[nH+]ccc1C	9
c1[*]cc(C(C)(C)C)[nH]n1	CC(C)(C)c1ccn[nH]1	9
C[*](=O)NCCCOCC	CCOCCCNC=O	9
C[*]c1ccc(Cl)cc1Cl	Cc1ccc(Cl)cc1Cl	9
c1[*]cn2ccccc2[nH+]1	c1ccn2cc[nH+]c2c1	9
N[*]C(=O)NC1CCCC1	NC(=O)NC1CCCC1	9
c1[*]n[nH]c2c1CCCC2	c1n[nH]c2c1CCCC2	9
O[*]CCc1ccccc1	OCCc1ccccc1	9
O[*]C(=O)c1ccccc1	O=C(O)c1ccccc1	9
C[*]CCN1CCCC1=O	CCCN1CCCC1=O	9
c1[*]cnn(CC2CC2)c1	c1cnn(CC2CC2)c1	9
[C@H][*](C)Cc1ccccc1	CCCc1ccccc1	9
C[*]O[C@@H]1CCCC[C@@H]1C	CO[C@@H]1CCCC[C@@H]1C	9
C[*](=O)N1[C@H](C)CC[C@H]1C	C[C@@H]1CC[C@@H](C)N1C=O	9
[C@@H][*](C)Cc1ccccc1	CCCc1ccccc1	9
N[*]C(=O)C1CCCCC1	NC(=O)C1CCCCC1	9
C[*]CCc1ccccn1	CCCc1ccccn1	9
C[*](C)(C)c1ccccc1	CC(C)c1ccccc1	9
c1[*]ccc(C(=O)[O-])cc1	O=C([O-])c1ccccc1	9
[C@@H]1[*]CC(=O)N(C(C)C)C1	CC(C)N1CCCC1=O	9
C[*][C@H](C)N1CCOCC1	CC(C)N1CCOCC1	9
c1[*]ccc2c(c1)OCO2	c1ccc2c(c1)OCO2	9
c1[*]ccc(O)c(OC)c1	COc1ccccc1O	9
C[*]O[C@H]1CCC[C@H](C)C1	CO[C@H]1CCC[C@H](C)C1	9
[NH2+][*]Cc1cccc(O)c1	[NH3+]Cc1cccc(O)c1	9
c1[*]nc2ccccc2[nH]1	c1ccc2[nH]cnc2c1	9
N[*]C(=O)c1cc(Cl)c[nH]1	NC(=O)c1cc(Cl)c[nH]1	9
[N@@H+][*]c1	C[NH2+]CCc1cn[nH]c1	9
C[*](=O)N1C[C@H]2CC[C@@H]1C2	O=CN1C[C@H]2CC[C@@H]1C2	9
c1[*]cccc(C(N)=O)c1	NC(=O)c1ccccc1	9
C[*](=O)N[C@@H]1CC[C@@H]([NH3+])C1	[NH3+][C@@H]1CC[C@@H](NC=O)C1	9
S[*]Cc1ccccc1Cl	SCc1ccccc1Cl	9
[C@H]1[*]CCc2ccccc21	c1ccc2c(c1)CCC2	9
[C@H][*](O)c1cccc(F)c1	OCc1cccc(F)c1	9
c1[*]ccc2[nH]ncc2c1	c1ccc2[nH]ncc2c1	9
c1[*]cc[nH+]c(N(C)C)c1	CN(C)c1cccc[nH+]1	9
N[*]/N=C/c1ccccn1	N/N=C/c1ccccn1	9
C[*]CNC1=[NH+]CCCN1	CCNC1=[NH+]CCCN1	9
C[*]Cc1ccc(F)cc1	CCc1ccc(F)cc1	9
C[*]O[C@@H]1CCCC[C@H]1C	CO[C@@H]1CCCC[C@H]1C	9
C[*]C(=O)N(CC)C1CC1	CCN(C(C)=O)C1CC1	9
c1[*]c(C)nc(C)[nH]c1=O	Cc1cc(=O)[nH]c(C)n1	9
C[*]C[C@H]1C[N@@H+](C)CCO1	CC[C@H]1C[N@@H+](C)CCO1	9
O[*]c1ccc(OC)cc1	COc1ccc(O)cc1	9
C[*]O[C@H]1CCCC[C@@H]1C	CO[C@H]1CCCC[C@@H]1C	9
c1[*]cc(C(=O)[O-])ccn1	O=C([O-])c1ccncc1	9
C[*]Cc1cccc(O)c1	CCc1cccc(O)c1	9
O[*]C(=O)c1ccncc1	O=C(O)c1ccncc1	9
C[*]Cc1csc(CC)n1	CCc1csc(CC)n1	9
C[*]CC(=O)N1CCCC1	CCC(=O)N1CCCC1	9
c1[*]ccc(C(C)=O)cc1	CC(=O)c1ccccc1	9
N[*]C(=O)c1cc(C)n[nH]1	Cc1cc(C(N)=O)[nH]n1	9
c1[*]cccc(C(C)=O)c1	CC(=O)c1ccccc1	9
N1[*]CCC[C@@H](C(N)=O)C1	NC(=O)[C@@H]1CCCNC1	9
C[*]CCCn1cc[nH+]c1	CCCCn1cc[nH+]c1	9
[C@H]1[*]CC(=O)N(C2CC2)C1	O=C1CCCN1C1CC1	9
C[*]c1[nH]nc2c1CCC2	Cc1[nH]nc2c1CCC2	9
O[*]c1ccc(C)c(C)c1	Cc1ccc(O)cc1C	9
[*]/C=C\c1ccc(Cl)cc1	[H]/C=C\c1ccc(Cl)cc1	9
C[*](=O)c1ccccc1O	O=Cc1ccccc1O	9
C[*]c1ccccc1OC	COc1ccccc1C	9
c1[*]cn2ccccc2n1	c1ccn2ccnc2c1	9
C[*][C@@H](O)c1ccccc1	C[C@@H](O)c1ccccc1	9
N[*]C(=O)c1ccccc1	NC(=O)c1ccccc1	9
c1[*]ccc[nH+]c1N(C)C	CN(C)c1cccc[nH+]1	9
C[*](=O)c1cc(C)[nH]c1C	Cc1cc(C=O)c(C)[nH]1	9
[C@H][*](C)c1cccc(O)c1	CCc1cccc(O)c1	9
[C@H]1[*]C	CCN1CCOC[C@H]1C	9
n1[*]c[nH+]c2ccccc21	c1ccc2[nH+]c[nH]c2c1	9
[NH2+][*]Cc1ccc(F)cc1	[NH3+]Cc1ccc(F)cc1	9
C[*]c1cccc(OC)c1	COc1cccc(C)c1	9
c1[*]ccnc2[nH]ccc12	c1cnc2[nH]ccc2c1	9
c1[*]ccc(C(N)=[NH2+])cc1	NC(=[NH2+])c1ccccc1	9
O[*]c1cccc(CC)c1	CCc1cccc(O)c1	9
N1[*]CC[NH+](CCO)CC1	OCC[NH+]1CCNCC1	9
C[*][NH2+][C@H]1C[C@H]2CC=C[C@H]12	C[NH2+][C@H]1C[C@H]2CC=C[C@H]12	9
N[*]C(=O)c1nc([O-])n[nH]1	NC(=O)c1nc([O-])n[nH]1	9
C[*](=O)C[NH+]1CCCCC1	O=CC[NH+]1CCCCC1	9
C[*][C@H](O)c1sccc1C	Cc1ccsc1[C@H](C)O	9
[C@H][*](CCOC)C1	COCC[NH+]1CCCC1	9
C[*]C[C@H]1CN(C)CCO1	CC[C@H]1CN(C)CCO1	9
c1[*]cnc2cc[nH]c2c1	c1cnc2cc[nH]c2c1	9
[C@@H]1[*]CCCN(C(C)=O)C1	CC(=O)N1CCCCC1	9
C[*](=O)N(C)Cc1ccco1	CN(C=O)Cc1ccco1	10
C[*]Oc1ccc(C)c(C)c1	COc1ccc(C)c(C)c1	10
N[*]c1ccc2c(c1)CCC2	Nc1ccc2c(c1)CCC2	10
C[*]c1cn2ccccc2[nH+]1	Cc1cn2ccccc2[nH+]1	10
C[*]CN(C)c1ccccc1	CCN(C)c1ccccc1	10
[C@@H][*](O)c1ccc(O)c(N)c1	Nc1cc(CO)ccc1O	10
S[*]c1ncnc2[nH]cnc12	Sc1ncnc2[nH]cnc12	10
c1[*]nc(N)nc2[nH]ncc12	Nc1ncc2cn[nH]c2n1	10
c1[*]cc(-c2cccs2)n[nH]1	c1csc(-c2cc[nH]n2)c1	10
c1[*]cc2ccc(Cl)cc2[nH]1	Clc1ccc2cc[nH]c2c1	10
[C@@H][*](O)c1cccc(OC)c1	COc1cccc(CO)c1	10
c1[*]ccc(C(N)=O)c(C)c1	Cc1ccccc1C(N)=O	10
[C@H][*]C1CCCCC1	OCC[NH2+]C1CCCCC1	10
C[*](=O)N1CCCC[C@H]1CO	O=CN1CCCC[C@H]1CO	10
C[*]c1ccc(C(=O)[O-])cc1	Cc1ccc(C(=O)[O-])cc1	10
C[*]Cc1cc(F)cc(F)c1	CCc1cc(F)cc(F)c1	10
C[*]COc1cccc(C)c1	CCOc1cccc(C)c1	10
N[*]CCc1ccccc1F	NCCc1ccccc1F	10
C[*](=O)N1CCCC[C@@H]1CC	CC[C@H]1CCCCN1C=O	10
[C@@H][*](O)c1ccc(Cl)cc1Cl	OCc1ccc(Cl)cc1Cl	10
c1[*]cn2ccc(C)cc2n1	Cc1ccn2ccnc2c1	10
c1[*]c(O)ccc2n[nH]nc12	Oc1ccc2n[nH]nc2c1	10
C[*]N1CCc2ccccc21	CN1CCc2ccccc21	10
C[*][C@H]1CCc2ccccc21	C[C@H]1CCc2ccccc21	10
S[*]Cc1ccc(Cl)cc1Cl	SCc1ccc(Cl)cc1Cl	10
C[*](=O)C[N@@H+]1CCC[C@H](C)C1	C[C@H]1CCC[N@@H+](CC=O)C1	10
n1[*]c(C)[nH+]c2cccnc21	Cc1[nH]c2ncccc2[nH+]1	10
c1[*]cnc2c(C)cccn12	Cc1cccn2ccnc12	10
c1[*]cc(Cl)c2cc[nH]c2n1	Clc1ccnc2[nH]ccc12	10
c1[*]ccc2[nH+]c(C)cn2c1	Cc1cn2ccccc2[nH+]1	10
c1[*]cc(-c2ccco2)n[nH]1	c1coc(-c2cc[nH]n2)c1	10
c1[*]nc2cc(C)ccc2[nH]1	Cc1ccc2[nH]cnc2c1	10
[C@@H][*](c1ccccc1)C1CC1	c1ccc(CC2CC2)cc1	10
C[*](=O)Nc1cccc(C)c1	Cc1cccc(NC=O)c1	10
C1[*]CC(C)(C)[NH2+]C(C)(C)C1	CC1(C)CCCC(C)(C)[NH2+]1	10
[C@H]1[*]CC(=O)N(CCOC)C1	COCCN1CCCC1=O	10
N[*]C(=O)c1ccc(C)cc1	Cc1ccc(C(N)=O)cc1	10
C[*]CNC(=O)c1ccsc1	CCNC(=O)c1ccsc1	10
C[*][C@H](O)c1ccc(Cl)cc1	C[C@H](O)c1ccc(Cl)cc1	10
C[*][C@@H](O)c1ccccc1F	C[C@@H](O)c1ccccc1F	10
C[*](=O)N1CC[C@H](CSC)C1	CSC[C@H]1CCN(C=O)C1	10
C[*]NC[C@@H]1CCC[N@@H+]1CC	CC[N@H+]1CCC[C@H]1CNC	10
[NH2+][*](C)c1ccnn1CC	CCn1nccc1[C@H](C)[NH3+]	10
c1[*]nc(-c2cccs2)c[nH]1	c1csc(-c2c[nH]cn2)c1	10
C[*]N1CC[NH+](CCO)CC1	CN1CC[NH+](CCO)CC1	10
[C@H]1[*]CCc2nc(C)nn2C1	Cc1nc2n(n1)CCCC2	10
C[*][C@H](O)c1cccc(F)c1	C[C@H](O)c1cccc(F)c1	10
c1[*]cccc(C(=O)OC)n1	COC(=O)c1ccccn1	10
C[*][C@@H](O)c1ccc(F)cc1	C[C@@H](O)c1ccc(F)cc1	10
C[*][C@H](O)c1ccccc1F	C[C@H](O)c1ccccc1F	10
c1[*]c[nH]c2ccc(C)cc12	Cc1ccc2[nH]ccc2c1	10
c1[*]ccc2c(c1)CC(=O)N2	O=C1Cc2ccccc2N1	10
C[*]C(C)(C)c1ccccc1	CC(C)(C)c1ccccc1	10
C[*]CCn1nc(C)cc1C	CCCn1nc(C)cc1C	10
C[*](=O)N1CCC[C@@H]([NH3+])CC1	[NH3+][C@@H]1CCCN(C=O)CC1	10
[C@H][*](C)C	C[NH+](C)Cc1ccccc1	10
C[*](=O)N1CCO[C@@H](C[NH3+])C1	[NH3+]C[C@H]1CN(C=O)CCO1	10
C[*]CCCCN(C)C(C)=O	CCCCCN(C)C(C)=O	10
C[*]n1cnc2ccccc21	Cn1cnc2ccccc21	10
c1[*]c[nH]c2c(C)cccc12	Cc1cccc2cc[nH]c12	10
[C@@H]1[*]CCCc2c1cnn2C	Cn1ncc2c1CCCC2	10
N[*][C@@H](C)c1ccc(C)nc1	Cc1ccc([C@H](C)N)cn1	10
C[*](=O)N1C[C@H](C)O[C@@H](C)C1	C[C@H]1CN(C=O)C[C@H](C)O1	10
c1[*]c[nH]c2cc(F)ccc12	Fc1ccc2cc[nH]c2c1	10
C[*]N1CCc2sccc2C1	CN1CCc2sccc2C1	10
c1[*]cccc([C@H](C)OC)c1	CO[C@@H](C)c1ccccc1	10
[C@H]1[*]	C1CC2(CC[NH2+]1)CC[NH2+]C2	10
[*]/C=N/c1ccc(OC)cc1	[H]/C=N/c1ccc(OC)cc1	10
C[*]N1CCC(/C(O)=N/[H])CC1	[H]/N=C(\O)C1CCN(C)CC1	10
C[*]C[N@H+]1CCCC[C@@H]1CO	CC[N@H+]1CCCC[C@@H]1CO	10
C[*]C[N@@H+]1CCC[C@H](CO)C1	CC[N@@H+]1CCC[C@H](CO)C1	10
O[*]C(=O)c1cccnc1O	O=C(O)c1cccnc1O	10
[*]/C=N\c1ccc(F)cc1F	[H]/C=N\c1ccc(F)cc1F	10
c1[*]ccc(OC(C)C)cc1	CC(C)Oc1ccccc1	10
C[*]NC(=O)C1CCOCC1	CNC(=O)C1CCOCC1	10
[*]/C=N/c1ccc(C)c(C)c1	[H]/C=N/c1ccc(C)c(C)c1	10
O[*]C(=O)c1ccccc1O	O=C(O)c1ccccc1O	10
[C@H][*](O)c1ccc(OC)cc1	COc1ccc(CO)cc1	10
c1[*]ccc(/N=C(\N)O)cc1	N/C(O)=N\c1ccccc1	10
C[*][NH2+][C@@H](C)c1ccccc1	C[NH2+][C@@H](C)c1ccccc1	10
O[*]c1c(C)ccc(C)c1C	Cc1ccc(C)c(O)c1C	10
C[*](=O)N1C[C@H](C)C[C@@H](C)C1	C[C@@H]1C[C@@H](C)CN(C=O)C1	10
C[*](=O)NC1CCC(O)CC1	O=CNC1CCC(O)CC1	10
c1[*][nH]c2ccccc2c1C	Cc1c[nH]c2ccccc12	10
[C@@H][*])/C=C/c1ccccc1	[NH3+]C/C=C/c1ccccc1	10
c1[*]cccc2c1CCCC2	c1ccc2c(c1)CCCC2	10
N[*]C(=O)CC1CCCCC1	NC(=O)CC1CCCCC1	10
C[*][C@@H](O)c1cccc(F)c1	C[C@@H](O)c1cccc(F)c1	10
[C@H][*](CCO)c1ccccc1	OCCCc1ccccc1	10
N[*](C)Cc1ccncc1C	CNCc1ccncc1C	10
C[*][C@H](O)c1ccc(O)cc1	C[C@H](O)c1ccc(O)cc1	10
c1[*]cn2cc(C)ccc2[nH+]1	Cc1ccc2[nH+]ccn2c1	10
[C@@H]1[*]CCCN(C(=O)CC)C1	CCC(=O)N1CCCCC1	10
C[*]c1cccc(COC)c1	COCc1cccc(C)c1	10
c1[*]cc(C(=O)OC)ccn1	COC(=O)c1ccncc1	10
c1[*][nH+]ccc2ccccc12	c1ccc2c[nH+]ccc2c1	10
C[*]Cc1cccc(OC)c1	CCc1cccc(OC)c1	10
C[*]Oc1ccc(SC)cc1	COc1ccc(SC)cc1	10
C[*](=O)NCc1cccnc1	O=CNCc1cccnc1	10
[NH2+][*]CCc1cccc(C)c1	Cc1cccc(CC[NH3+])c1	10
c1[*]ccc(CC(N)=O)cc1	NC(=O)Cc1ccccc1	10
C[*]CNC(=O)c1cccs1	CCNC(=O)c1cccs1	10
c1[*]cc(F)c(OC)c(F)c1	COc1c(F)cccc1F	10
C[*]CNC(=O)CC(C)(C)C	CCNC(=O)CC(C)(C)C	10
c1[*]cc([N+](=O)[O-])ccc1F	O=[N+]([O-])c1ccc(F)cc1	10
O[*]Cc1cccc(C[NH3+])c1	[NH3+]Cc1cccc(CO)c1	10
C[*][N@@H+]1CCCC[C@H]1CCO	C[N@@H+]1CCCC[C@H]1CCO	10
[C@H]1[*]c1ccc(F)cc1	Fc1ccc(C2CC2)cc1	10
c1[*]cn2c(C)cccc2[nH+]1	Cc1cccc2[nH+]ccn12	10
C[*]c1ccnc(N(C)C)c1	Cc1ccnc(N(C)C)c1	10
C[*]c1noc2ccccc12	Cc1noc2ccccc12	10
N[*]C(=O)NC[C@H]1CCOC1	NC(=O)NC[C@H]1CCOC1	10
N[*]C(=O)Nc1cccnc1	NC(=O)Nc1cccnc1	10
N1[*]CCCc2ccccc21	c1ccc2c(c1)CCCN2	10
[C@H][*](C)c1ccc(F)c(F)c1	CCc1ccc(F)c(F)c1	10
C[*](C)(C)[NH+]1CCN(C)CC1	CC(C)[NH+]1CCN(C)CC1	10
C[*](C)(C)N1CCS(=O)CC1	CC(C)N1CCS(=O)CC1	10
C[*]C(=O)Nc1ccccc1	CC(=O)Nc1ccccc1	10
C[*]Cc1ccccc1OC	CCc1ccccc1OC	10
C[*]n1ccc2ccccc21	Cn1ccc2ccccc21	10
C[*]COCc1ccccc1	CCOCc1ccccc1	10
C[*][NH+]1CCC(C(N)=O)CC1	C[NH+]1CCC(C(N)=O)CC1	10
O[*]c1ccc2c(c1)OCO2	Oc1ccc2c(c1)OCO2	10
N[*]C(=O)NC[C@@H]1CCOC1	NC(=O)NC[C@@H]1CCOC1	10
C[*](=O)NCc1ccccc1	O=CNCc1ccccc1	10
N[*]C(=O)CCc1ccco1	NC(=O)CCc1ccco1	10
